                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.98685,                0.53346,                 1.0233,                0.93309,                0.96214,                 0.9599,                0.72275,                0.96046,                0.43074,                0.96286,              0.0070696,              0.0070696,              0.0070696
                    151,                0.97159,                0.52629,                 1.0142,                0.93372,                0.96047,                0.96046,                0.72497,                0.95824,                0.43037,                 0.9623,              0.0070498,              0.0070498,              0.0070498
                    152,                0.96875,                0.52217,                 1.0144,                0.93362,                0.96037,                 0.9606,                0.72461,                0.95886,                0.43076,                0.96276,                0.00703,                0.00703,                0.00703
                    153,                0.97196,                 0.5287,                 1.0181,                0.93289,                0.95988,                 0.9606,                0.72477,                0.95908,                0.42944,                0.96328,              0.0070102,              0.0070102,              0.0070102
                    154,                0.98166,                0.53262,                 1.0216,                0.93313,                0.95982,                0.96072,                 0.7289,                0.95895,                0.42914,                0.96336,              0.0069904,              0.0069904,              0.0069904
                    155,                0.98648,                0.53043,                 1.0221,                0.93266,                0.96028,                 0.9606,                 0.7274,                0.95921,                0.42869,                0.96367,              0.0069706,              0.0069706,              0.0069706
                    156,                0.98683,                 0.5328,                 1.0217,                0.93217,                  0.961,                0.96153,                0.72804,                0.95918,                 0.4271,                0.96406,              0.0069508,              0.0069508,              0.0069508
                    157,                 0.9755,                0.52749,                 1.0158,                0.93317,                0.95966,                 0.9617,                0.72838,                0.96155,                0.42703,                 0.9641,               0.006931,               0.006931,               0.006931
                    158,                0.97418,                0.52455,                 1.0153,                0.93404,                0.95912,                 0.9617,                0.72852,                0.96252,                0.42668,                0.96421,              0.0069112,              0.0069112,              0.0069112
                    159,                0.97036,                0.52214,                 1.0193,                0.93399,                 0.9577,                 0.9617,                0.72799,                0.96297,                 0.4252,                  0.964,              0.0068914,              0.0068914,              0.0068914
                    160,                0.97681,                0.51978,                 1.0172,                0.93441,                0.95635,                0.96102,                0.72985,                0.96359,                0.42574,                0.96406,              0.0068716,              0.0068716,              0.0068716
                    161,                0.96985,                 0.5255,                 1.0103,                0.93431,                0.95625,                0.96102,                0.73085,                0.96352,                0.42561,                0.96434,              0.0068518,              0.0068518,              0.0068518
                    162,                0.97332,                0.53057,                 1.0191,                0.93508,                0.95632,                 0.9617,                0.72955,                0.96478,                0.42623,                0.96474,               0.006832,               0.006832,               0.006832
                    163,                0.96989,                0.52394,                 1.0148,                0.93559,                 0.9556,                 0.9617,                0.73128,                0.96534,                0.42547,                0.96465,              0.0068122,              0.0068122,              0.0068122
                    164,                0.97148,                0.52601,                 1.0178,                0.93519,                0.95612,                 0.9617,                0.73054,                0.96541,                0.42556,                0.96475,              0.0067924,              0.0067924,              0.0067924
                    165,                0.96453,                0.52438,                 1.0141,                0.93527,                0.95621,                0.96213,                 0.7294,                0.96521,                0.42536,                 0.9648,              0.0067726,              0.0067726,              0.0067726
                    166,                0.96193,                0.51749,                 1.0133,                0.93487,                0.95618,                0.96213,                0.73012,                0.96493,                0.42525,                0.96464,              0.0067528,              0.0067528,              0.0067528
                    167,                0.97699,                0.52746,                  1.014,                0.93446,                 0.9557,                0.96235,                0.72694,                0.96394,                 0.4246,                0.96409,               0.006733,               0.006733,               0.006733
                    168,                0.96052,                0.51224,                 1.0109,                0.93383,                0.95536,                0.96235,                0.72575,                0.96437,                0.42402,                 0.9638,              0.0067132,              0.0067132,              0.0067132
                    169,                0.96589,                0.51813,                 1.0109,                0.93402,                0.95435,                 0.9654,                0.73063,                0.96479,                0.42426,                0.96345,              0.0066934,              0.0066934,              0.0066934
                    170,                 0.9632,                0.51669,                  1.012,                0.93406,                0.95408,                 0.9654,                0.73036,                0.96511,                0.42403,                0.96355,              0.0066736,              0.0066736,              0.0066736
                    171,                0.97325,                0.52114,                 1.0181,                0.93424,                0.95424,                0.96664,                0.73096,                0.96462,                0.42406,                0.96333,              0.0066538,              0.0066538,              0.0066538
                    172,                 0.9554,                0.50947,                 1.0106,                 0.9337,                0.95439,                 0.9665,                0.73068,                0.96483,                0.42383,                0.96348,               0.006634,               0.006634,               0.006634
                    173,                0.96106,                0.51804,                 1.0115,                0.93386,                 0.9547,                0.96636,                0.73069,                0.96482,                0.42416,                0.96327,              0.0066142,              0.0066142,              0.0066142
                    174,                0.95051,                0.50869,                 1.0056,                0.93403,                 0.9547,                0.96643,                0.72992,                0.96461,                0.42336,                0.96364,              0.0065944,              0.0065944,              0.0065944
                    175,                0.97208,                0.52723,                 1.0117,                0.93405,                0.95459,                 0.9665,                0.72985,                  0.965,                 0.4234,                0.96363,              0.0065746,              0.0065746,              0.0065746
                    176,                0.95068,                0.51241,                 1.0112,                0.93444,                0.95431,                 0.9665,                0.73043,                0.96559,                0.42321,                0.96379,              0.0065548,              0.0065548,              0.0065548
                    177,                0.96298,                0.50668,                 1.0124,                0.93443,                0.95421,                 0.9664,                0.73118,                0.96541,                0.42192,                0.96354,               0.006535,               0.006535,               0.006535
                    178,                 0.9699,                0.52457,                  1.009,                0.93412,                 0.9542,                0.96334,                0.72761,                0.96526,                0.42121,                0.96338,              0.0065152,              0.0065152,              0.0065152
                    179,                0.95807,                0.51179,                 1.0134,                0.93413,                0.95391,                0.96656,                0.73169,                0.96349,                0.42171,                 0.9633,              0.0064954,              0.0064954,              0.0064954
                    180,                0.95003,                0.51101,                 1.0043,                0.93467,                0.95372,                0.96699,                0.73071,                0.96292,                0.42147,                0.96304,              0.0064756,              0.0064756,              0.0064756
                    181,                0.95246,                0.51047,                 1.0081,                0.93479,                0.95368,                0.96393,                0.72822,                0.96285,                0.42047,                0.96284,              0.0064558,              0.0064558,              0.0064558
                    182,                0.94318,                0.50506,                 1.0028,                0.93398,                0.95392,                0.96393,                0.72762,                 0.9625,                0.42055,                0.96274,               0.006436,               0.006436,               0.006436
                    183,                0.95723,                0.50667,                 1.0075,                0.93425,                0.95446,                0.96393,                0.73034,                0.96164,                 0.4207,                0.96224,              0.0064162,              0.0064162,              0.0064162
                    184,                  0.948,                0.50744,                0.99982,                0.93446,                0.95423,                0.96393,                0.73093,                0.96097,                0.42079,                0.96213,              0.0063964,              0.0063964,              0.0063964
                    185,                0.95364,                0.50379,                 1.0049,                0.93434,                0.95408,                0.96393,                0.73297,                0.96089,                  0.421,                0.96195,              0.0063766,              0.0063766,              0.0063766
                    186,                0.94758,                0.51074,                 1.0061,                0.93415,                0.95343,                0.96703,                0.73542,                0.96119,                0.42161,                0.96211,              0.0063568,              0.0063568,              0.0063568
                    187,                0.94399,                0.50435,                  1.003,                0.93439,                0.95356,                0.96703,                0.73407,                0.96078,                0.42042,                0.96192,               0.006337,               0.006337,               0.006337
                    188,                0.94774,                0.50373,                 1.0042,                0.93883,                0.95218,                0.96398,                0.73098,                0.96125,                0.42068,                0.96201,              0.0063172,              0.0063172,              0.0063172
                    189,                0.95138,                0.51413,                 1.0073,                0.93886,                0.95239,                0.96398,                0.73014,                0.96137,                0.42212,                0.96203,              0.0062974,              0.0062974,              0.0062974
                    190,                0.94364,                0.49981,                 1.0008,                0.93864,                0.95255,                0.96398,                0.73044,                0.96088,                 0.4204,                0.96208,              0.0062776,              0.0062776,              0.0062776
                    191,                0.94402,                0.50308,                 1.0049,                0.93868,                0.95241,                0.96703,                0.73413,                0.96059,                 0.4201,                0.96188,              0.0062578,              0.0062578,              0.0062578
                    192,                 0.9393,                0.50038,                 1.0002,                0.93866,                0.95207,                0.96703,                0.73393,                0.96025,                0.42016,                0.96161,               0.006238,               0.006238,               0.006238
                    193,                0.94403,                0.50641,                 1.0085,                0.93888,                0.95188,                0.96699,                0.73226,                0.96016,                0.41948,                0.96156,              0.0062182,              0.0062182,              0.0062182
                    194,                0.94475,                0.50685,                 1.0054,                0.93894,                 0.9517,                0.96703,                0.73214,                0.96101,                0.41897,                0.96175,              0.0061984,              0.0061984,              0.0061984
                    195,                0.94348,                0.50864,                 1.0068,                0.93928,                0.95171,                0.96699,                0.73305,                0.96048,                0.41864,                0.96148,              0.0061786,              0.0061786,              0.0061786
                    196,                0.93841,                0.49909,                 1.0052,                0.94039,                 0.9513,                0.96699,                0.73462,                 0.9603,                0.41893,                0.96122,              0.0061588,              0.0061588,              0.0061588
                    197,                0.94487,                0.50237,                 1.0048,                0.93958,                0.95135,                0.96658,                0.73416,                0.95976,                0.41887,                0.96118,               0.006139,               0.006139,               0.006139
                    198,                0.94897,                0.50083,                 1.0069,                0.93915,                0.95137,                0.96703,                0.73467,                0.96058,                0.41823,                0.96117,              0.0061192,              0.0061192,              0.0061192
                    199,                0.96458,                0.51173,                 1.0121,                0.93879,                0.95142,                0.96658,                0.73482,                0.96053,                0.41755,                0.96088,              0.0060994,              0.0060994,              0.0060994
                    200,                0.93873,                0.49299,                0.99929,                0.93831,                0.95161,                0.96699,                0.73309,                0.96038,                0.41857,                 0.9606,              0.0060796,              0.0060796,              0.0060796
                    201,                  0.944,                0.49555,                 1.0018,                0.93857,                0.95147,                0.96654,                0.73449,                0.95912,                0.41817,                0.96051,              0.0060598,              0.0060598,              0.0060598
                    202,                0.94102,                  0.498,                 1.0048,                 0.9387,                0.95129,                0.96654,                0.73387,                0.96002,                0.41817,                0.96049,                0.00604,                0.00604,                0.00604
                    203,                 0.9366,                0.49996,                 1.0048,                 0.9388,                0.95111,                0.96654,                0.73525,                0.95967,                0.41708,                0.96026,              0.0060202,              0.0060202,              0.0060202
                    204,                0.93515,                0.48944,                0.99722,                 0.9388,                0.95103,                0.96654,                0.73355,                0.95999,                0.41559,                0.96045,              0.0060004,              0.0060004,              0.0060004
                    205,                0.94045,                0.49441,                0.99979,                0.93882,                0.95099,                0.96348,                0.73039,                0.96022,                0.41589,                0.96048,              0.0059806,              0.0059806,              0.0059806
                    206,                0.93275,                 0.4976,                 1.0098,                0.93858,                0.95122,                0.96654,                0.73347,                   0.96,                 0.4157,                0.96011,              0.0059608,              0.0059608,              0.0059608
                    207,                0.93322,                0.49174,                0.99955,                0.93916,                0.95101,                0.96654,                0.73099,                0.96012,                0.41558,                0.96035,               0.005941,               0.005941,               0.005941
                    208,                0.93171,                0.49191,                0.99931,                0.93928,                0.95097,                0.96348,                0.72984,                0.96035,                0.41619,                0.96014,              0.0059212,              0.0059212,              0.0059212
                    209,                0.94217,                0.49881,                 1.0047,                0.93864,                0.95112,                0.96358,                0.72853,                0.95956,                0.41615,                0.96028,              0.0059014,              0.0059014,              0.0059014
                    210,                0.93394,                0.49542,                 1.0017,                0.93879,                0.95101,                0.96353,                0.72843,                0.95919,                0.41587,                0.96024,              0.0058816,              0.0058816,              0.0058816
                    211,                0.93232,                0.49701,                 1.0046,                0.93889,                  0.951,                0.96353,                0.72734,                0.95909,                0.41625,                0.96014,              0.0058618,              0.0058618,              0.0058618
                    212,                 0.9324,                0.48731,                0.99971,                0.93904,                0.95099,                0.96353,                0.72701,                0.95934,                0.41622,                0.96002,               0.005842,               0.005842,               0.005842
                    213,                0.92827,                0.48835,                0.99544,                0.93886,                0.95093,                0.96358,                0.72878,                0.95861,                0.41549,                0.95993,              0.0058222,              0.0058222,              0.0058222
                    214,                0.93241,                0.48683,                 1.0005,                0.93945,                0.95075,                0.96365,                0.72966,                0.95871,                0.41509,                0.95976,              0.0058024,              0.0058024,              0.0058024
                    215,                0.92789,                0.48953,                0.99872,                0.93977,                0.95078,                0.96365,                0.72908,                0.95877,                0.41596,                0.95984,              0.0057826,              0.0057826,              0.0057826
                    216,                0.94049,                0.48802,                 1.0048,                0.94044,                 0.9505,                0.96365,                0.72946,                0.95877,                0.41413,                0.95964,              0.0057628,              0.0057628,              0.0057628
                    217,                0.92777,                0.48264,                0.99411,                0.93996,                0.95062,                0.96365,                0.72918,                0.95822,                0.41484,                0.95957,               0.005743,               0.005743,               0.005743
                    218,                0.93206,                0.48824,                0.99834,                0.94051,                0.95035,                0.96365,                0.72899,                0.95815,                0.41514,                0.95947,              0.0057232,              0.0057232,              0.0057232
                    219,                0.93464,                0.49215,                  1.003,                0.94051,                0.95036,                0.96365,                0.72969,                0.95756,                0.41547,                0.95945,              0.0057034,              0.0057034,              0.0057034
                    220,                 0.9272,                0.48533,                 1.0027,                0.94088,                 0.9501,                0.96372,                 0.7294,                0.95726,                0.41581,                0.95932,              0.0056836,              0.0056836,              0.0056836
                    221,                0.92987,                0.49376,                 1.0022,                0.94052,                0.95022,                0.96372,                0.72833,                0.95746,                0.41627,                0.95943,              0.0056638,              0.0056638,              0.0056638
                    222,                0.92472,                 0.4873,                0.99664,                0.94067,                0.95024,                0.96365,                0.72869,                0.95717,                0.41651,                 0.9595,               0.005644,               0.005644,               0.005644
                    223,                0.92108,                0.48329,                0.99065,                0.94048,                0.95012,                0.96372,                0.72927,                0.95751,                 0.4165,                0.95927,              0.0056242,              0.0056242,              0.0056242
                    224,                0.92326,                0.48598,                  1.001,                0.94052,                0.95008,                0.96372,                0.72852,                0.95762,                0.41582,                0.95926,              0.0056044,              0.0056044,              0.0056044
                    225,                0.92792,                0.48513,                0.99886,                0.94058,                0.95008,                0.96372,                0.72856,                0.95733,                0.41546,                0.95915,              0.0055846,              0.0055846,              0.0055846
                    226,                0.92551,                0.48497,                0.99459,                0.94035,                0.95012,                0.96372,                0.72762,                0.95718,                0.41532,                0.95906,              0.0055648,              0.0055648,              0.0055648
                    227,                0.92424,                0.48564,                0.99281,                0.94085,                0.95015,                0.96372,                0.72953,                0.95778,                0.41488,                0.95913,               0.005545,               0.005545,               0.005545
                    228,                0.91436,                0.48026,                0.99615,                0.94066,                0.95005,                 0.9638,                0.72701,                0.95776,                0.41541,                0.95894,              0.0055252,              0.0055252,              0.0055252
                    229,                0.92097,                0.48342,                0.99181,                0.94113,                0.95007,                 0.9638,                0.72906,                0.95678,                0.41552,                0.95894,              0.0055054,              0.0055054,              0.0055054
                    230,                0.92748,                0.49036,                0.99321,                0.94113,                0.94998,                 0.9638,                0.72897,                0.95677,                 0.4155,                 0.9588,              0.0054856,              0.0054856,              0.0054856
                    231,                0.92142,                0.48381,                0.99638,                0.94122,                0.94997,                 0.9638,                  0.729,                0.95695,                 0.4146,                0.95884,              0.0054658,              0.0054658,              0.0054658
                    232,                0.92419,                0.48313,                0.99726,                0.94067,                0.94997,                 0.9638,                0.72947,                0.95756,                0.41456,                0.95874,               0.005446,               0.005446,               0.005446
                    233,                0.92272,                0.47832,                0.98902,                0.94077,                0.94994,                 0.9638,                0.72949,                0.95672,                0.41328,                0.95854,              0.0054262,              0.0054262,              0.0054262
                    234,                0.91455,                0.47729,                0.98821,                0.94071,                0.94994,                 0.9638,                0.73084,                0.95737,                0.41371,                0.95858,              0.0054064,              0.0054064,              0.0054064
                    235,                0.90928,                0.47411,                0.98704,                 0.9408,                0.94986,                0.96372,                0.73119,                0.95674,                0.41403,                0.95839,              0.0053866,              0.0053866,              0.0053866
                    236,                0.91623,                 0.4767,                 0.9906,                 0.9413,                0.94966,                0.96372,                0.73133,                 0.9573,                0.41312,                0.95861,              0.0053668,              0.0053668,              0.0053668
